Nama_Pengguna,Tanggal,Rating,Komentar,Balasan_Developer,Jumlah_Like
Blink blink,2024-11-15,1,"penyesalan terbesar di tahun ini yakni join AC, please jangan pernah join kelas yang founder nya aja nggak bisa trading",,36
Vasility Zaitsev,2024-11-15,1,"Grup scam, follow ig ac komen manta langsung di blok wkwkwk Padahal yang pompom manta Lebih milih manta dari pada angkat semen MANTA the next TIA x20 Zeus kali ah x20 wkwk",,28
Ari Cahyadi,2024-11-15,1,Hanya untuk member saja,,18
Em Farhan,2024-11-15,1,"Sangat tidak direkomendasikan. Bayar 17 juta mending untuk DCA bitcoin karena ujung2nya disuruh beli bitcoin, call alt banyak minus.",,41
Tan Zu,2024-11-15,1,"Member ngga balik modal, rungkad. Overhype aja rasanya.",,31
Okey Channel,2024-11-15,2,Ini daftarnya gimana bang? Kok cuman login doang gk ada pilihan daftar gimana bisa masuk kalau gitu? Apa daftar lewat website apa gimana kurang jelas deskripsinya tolong dipandu.,,30
Ayub Skak8,2024-11-15,1,"GADUNGAN! Jangan mau join kelas ac, RUGII !",,26
Galang Geleng,2024-11-15,1,"Kukira isinya kek blumbeg yg diparafrase mnjdi beginner friendly ternyta kek koran digital sampah, gausa dibeli gaada isinya, bertambah waktu bukannya menaikkan value tp menurunkan value, disaat bottom diem aja pas pucuk call2 semua, nyesel belinya untung gjdi lifetime",,233
Goku,2024-11-15,1,udah ga brani buka diskusi member takut di bully kali,,47
Rax daam,2024-11-15,1,"kalau ngecalls bener pedenya soal kepemilikan calls minta ampun, giliran salah member digoblok goblokin kenapa masuk yang pencet tombol kan kalian.. najis. akademi penipuan, lihat aja suatu saat nanti akan rame tidak? kalau tidak rame didunia siaplah tanggung diakherat nanti. banyak orang jadi kehilangan duit yg tidak sedikit karena kalian, marketingnya ""masuk, ikutin calls, cuan, lipat gandakan uang"" - masuk bukannya cuan pada rungkat.",,46
Ram Tzy,2024-11-14,5,Mantap,,1
Mista Taufiq,2024-11-14,1,Sorry ye -prabowo,,24
Khoiruddin98,2024-11-14,1,Mending chat gpt atau influencer di twitter. Ini mah apaan. Aplikasi lawak bayar mahal doang hahahah,,81
FADEL SIS,2024-11-14,5,GOKILLL,,1
Riki Surya,2024-11-14,5,"Sangat membantu sekali 🙏🙏 thx ac, Update kedepan nya please Push Notifikasi nya",,11
naelil faiqoh,2024-11-14,5,Alarm notifikasi plis,,2
Erik Taufik,2024-11-14,5,Mencerdaskan kehidupan bangsa,,2
Deni Mardiansyah,2024-11-14,1,Ini aplikasi nya khusus member kah ? Kok gk ada tombol daftar ? Login ya gak bisa,,83
Ridwan nur prasetyo,2024-11-14,5,bagus,,2
novaldy dwi putra,2024-11-14,1,Manta Manta Mantab,,52
Indonesian_guy,2024-11-14,5,Mantap bisa belajar tentang banyak hal dengan mudah,,1
Agustono Wa,2024-11-14,5,sedikit terlambat download App nya!,,3
Iqbal JB,2024-11-14,5,"mungkin bisa di tambahkan buat notifikasi, biar lebih ontime saat baca news atau researchnya",,4
reffi kusuma,2024-11-14,1,Pergi melaut naik getek.. Mengapa program ini jelek,,52
Muhammad Fajar Rico,2024-11-14,5,DAGING SEMUAA,,1
It Yu,2024-11-14,1,"Kita harus lebih bijak lagi, tolong berhati hati",,65
Yudhi tri setiawan,2024-11-14,1,"gambar ga bisa di zoom kanan kiri, cuman tengah doang. harganya jadi ga keliatan. mau kasih masukan di discord ga bisa karena ga ada forum diskusi, sorry bintang 1 biar dapet atensi masukan saya.",,353
Anggi Perdana Putra,2024-11-14,5,Apikkk,,1
Moh Aminullah,2024-11-14,5,Amazingg,,1
A1_Abdul Latief Fathoni,2024-11-14,5,terbaik,,1
Kelvin Suyap,2024-11-14,1,"Sudah bang, sudah kapok aku bang :'( pleasee... Gamau lagi aku join join beginian :'(",,54
Nama Ulasan,2024-11-14,4,"Jadi setelah makai aplikasinya beberapa hari pada andoroid begini : 1. Foto yang ditampilkan bisa di zoom tapi cuma fokus ke tengah saja saat di zoom, tidak bisa digeser kanan kiri atau di download, padahal penting kanan kirinya pada gambar 2. Gak ada menu yang bisa langsung terhubung ke timo atau avs langsung ya😂 barangkali kyk yang di discord pada menu pojok, siapa tau mereka atau member pengen dapet notif pemberitahuan yang penting dari mereka 3. Apknya smooth sih, tp belum ada lonceng notif",,33
rizki Febriii15,2024-11-14,5,BTC go to 100k,,1
Tengku suri Tauladan,2024-11-13,5,Lebih mudah sih dengan adanya aplikasi,,4
Robin A,2024-11-13,1,"Kelas sampah hati2 yg mau join call altcoinnya busuk semua, ujung2nya disuruh dca BTC ngapain bayar kelas kalo disuruh dca BTC doang wkwkwk lawak lo. Suatu saat akan hancur ini kelas karna inflow pemasukannya berkurang (gada yg join), kenapa bisa gw bilang gak ada yg join? Karna member yg udah bayar 17jt itu gak bisa muncul di chatroom nya semuanya di mute karna apa? Yap yang gua bilang tadi kalo call dia itu busuk semua. Thanks me later",,144
Muhammad Yusuf,2024-11-13,1,Tidak bisa log in 😅,,38
Agung Fathoni,2024-11-13,5,kapan TGE bang? Jaringan Soalana aja murah🙏🏼,,2
NESIAH JACOB,2024-11-13,5,"Banyak membantu untuk analisa, Terimakasih..",,5
Alvares Zega,2024-11-13,1,"Untuk saat ini, kualitas semakin sampah, hanya berita"" Dan informasi yg ga guna , no calls dan no diskusi Masuk februari 2024 dan sampe skrg Porto masi minus Ini akademi? Oh daym. .",,244
Mentor Bisnis,2024-11-13,1,"Diskusi dihilangin act-altcoin hilang act-bitcoin hilang pojok avs hilang pojok ncek hilang market update hilang member lifetime dapat buku fisik gratis? cuma sekali, habis itu kgk ada janji live member 2 hari sekali? hilang juga. yang mau beli akun lifetime gua jual 500k aja, muak gua",,170
ANTI IKLAN,2024-11-13,1,Kelas Mahal tapi tidak bisa komunikasi dengan sesama komunitas atau 2 arah kalau bisa refund saya mau refund,,272
velisia cimol,2024-11-13,1,"jangan gabung ac, saya menyesal.",,87
Faisal G,2024-11-13,5,Bagus,,1
Bella Saragih,2024-11-13,1,"Orang waras gak bakal ikut beginian, mending duit lu belikan koin crypto sendiri, gak paham ?? Searching belajar ,skrng tu dunia digital jgn pernah bayar buat masuk beginian, sayangi duit kalian",,85
Subuh Faiq Ardiansyah,2024-11-13,5,"Aplikasinya smooth banget, lancar jaya",,3
Eddy AL,2024-11-13,1,Akademi memeras uang member,,63
Okan Alfito,2024-11-13,5,smooth parah kyak Paul George,,2
Yes Yurun,2024-11-13,5,Mirip bloomberg,,1
Utama Yudi Prasetyo,2024-11-13,5,terimakasih informasinya dan edukasi ac,,2
Komang Sujana,2024-11-13,5,"Apknya sudah bagus, cuman belum notifikasi ketika ada berita baru, dan ketika ngezoom gambar tidak bisa di geser",,7
Gun “Yoshi” Sunny,2024-11-13,5,"Aplikasinya bagus, mulus cuman sedikit masukan minta ditambahin notif ketika posting dan outlook lama bisa dibaca",,8
Riioktaa Van Astrea,2024-11-13,1,akademi 17jt bahan ajarnya dca btc,,87
muhamad Bintang Dwi Wicaksono,2024-11-13,1,Isinya kopas enggak guna,,68
Xcntes,2024-11-13,2,Semoga ada perbaikan dalam hal reset n data analist .,,5
Hohdyj,2024-11-13,5,Bull market baby,,1
Raffa Ardiel,2024-11-13,5,"Aplikasinya udah, sisa uangnya😹",,4
Muhajirin Z,2024-11-13,5,"Numpang rating aja walaupun bukan member,cuma berterima lewat margin call",,1
Andreasmoro,2024-11-13,1,Aplikasi gak guna,,85
Ricko Martinn,2024-11-13,4,ini cuma buat member ac aja ya??,,2
Akbar Rafsanjani,2024-11-13,4,"Aplikasi nya bagus, straight to the point.. btw kurang nyaman di lihat tulisan yang berwarna ungu nya, dan juga perihal gambar, tulisan yang kecil terkadang kita harus zoom, dan ga bisa di geser. Nice job",,13
Sop Gamerd,2024-11-13,5,the Best app for information and data trusted,,2
Andriansyah Andriansyah,2024-11-13,5,Terbaik... Sangat bermanfaat sekali...,,2
Sung Jin Woo,2024-11-13,2,Apakah ini asli dari AC ??,,5
Bagas Aditya,2024-11-13,5,Thank you sangat membantu dan mengedukasi.,,3
Erwin Erian,2024-11-13,5,Informasi yang disajikan lengkap dan mendalam,,3
ayupermatasari sari,2024-11-13,5,"Mantap, berita ekonomi global, research dari AC tentang token dan modul pembelajaran trading atau invest crypto jadi 1 aplikasi, jadi ga ribet dan pastinya jadi mengutamakan belajar sendiri dibanding nungguin call",,7
Busyairi,2024-11-13,5,keren👍,,1
Muhmaa Forex,2024-11-13,5,yah batas bisa ngasih bintangnya cumn 5 bro tim😔padahal mau ngasih bintang unlimited,,2
Naufal Alfian Fadhilah,2024-11-13,5,Informasi sangatlah berharga ❤️,,5
Muhamad Hafidzudin Al Anshori,2024-11-13,5,Tolong tambahkan fitur notifikasi agar segera dapat informasi ketika ada sensitif news sperti berita perang,,3
Yao Short,2024-11-13,5,Bagus banget,,1
Zakky Mubarak,2024-11-13,5,Yey!!,,1
The Ikoo,2024-11-13,5,"Aplikasi bloombergnya indonesia, keren banget dan sangat bermanfaat bagi saya",,1
litoria a,2024-11-13,5,Aplikasi keren,,1
RALL STORE01,2024-11-13,5,Mantap,,1
ANDRELITE,2024-11-12,5,Crypto🚀🚀,,1
Aldo Soenaidy,2024-11-12,5,"Aplikasi yang sangat bagus, sangat informatif dan selalu update. Mungkin bisa ditambahkan fitur pop up notifikasi supaya kita tidak ketinggalan posting ter-update",,38
ORDINANCE of Nurdin,2024-11-12,5,akhirnya yg ditunggu2💥💥💥,,2
Irsyad Hafizh,2024-11-12,5,Untuk saat ini udh best banget sih ini,,2
Arya Dwi saputra,2024-11-12,5,DAGINGGGG SEMUA ISI NYAAAAA 🕊🕊,,2
Fahri Putra Friatman,2024-11-12,5,gua akan setia disini,,2
Syafi'i Achmad 99,2024-11-12,5,"Yang penting download dulu, walaupun belum bisa jadi member AC🥲",,8
Januar. A,2024-11-12,2,maaf sudah pake Game Guardian masih sama 🙏,,4
Exel Fairus Firdaus,2024-11-12,5,Mantap 👍,,1
Chairein rm,2024-11-12,5,"Luar biasa, sangat keren dan mendidik untuk lebih melek finansial. To the moon 🚀",,8
RinaldyS,2024-11-12,5,For All,,1
Bang Ad.,2024-11-12,5,Mantab,,1
Samuel Lie,2024-11-12,5,Lengkap semua tentang crypto dan infomasi A1,,5
Faqih Al Kautsar,2024-11-12,5,"KEREN INI GUYS!!!, Terimakasih Timothy dan Kalimasada.",,1
Ali wafa,2024-11-12,5,Bagus,,1
Bazar Store,2024-11-12,5,Menyala,,1
New Mind,2024-11-12,5,Semoga bisa dapat give away member akademi crypto,,1
Dapa INDIFIDU,2024-11-12,5,Sebagus ini harus dibandrol harga 10 jt lebih sih,,2
BIMA AKADEMI,2024-11-12,5,"Very good team akademi crypto, terimah kasih juga buat admin admin AC yang selalu baik melayani kita para anggota 😘😘😘",,3
Muhammad Zidane,2024-11-12,5,Mantappppp,,1
Yudi Yudi,2024-11-12,5,Terima kasih atas kebaikan mamu,,3
Aril Susanto,2024-11-12,5,Kerennn,,1
Ahmad Fauzi,2024-11-12,5,"Mantap 👍 Sangat suka 👍 Mau cari Berita, Market Outlook, Research, Modul, Buku semuanya lengkap tinggal kitanya aja mau Niat Belajar apa enggak. 👍",,5
KAGAME EKO,2024-11-12,5,Ini yang di tunggu tunggu,,2
Intan Ghindam,2024-11-12,5,"suka suka,,,,,",,1
Yohan Herdiansah,2024-11-12,5,"Aplikasi paling bagus di dunia mnurut gua, the real blombreg",,3
Habibi Mustafa,2024-11-12,5,Mantap bang timo,,2
Ilham Trigger,2024-11-12,5,Cara daftar nya gimna belum punya akun,,2
Izanagi 81,2024-11-12,5,Terima kasih ncek dan prof🔥🥰,,5
Antares,2024-11-12,5,buat ncek and prof thanks udah mau bikin aplikasinya semoga dengan aplikasi dari AC gua bisa terus belajar crypto,,3
Ridwan Ridwan,2024-11-11,5,Sangat bermamfaat,,2
syah goro,2024-11-10,5,Mantappp,,1
Rezeky Marbun,2024-11-10,5,MUANTEP,,1
Muhammad Alfian,2024-11-10,5,Mantappp polll,,1
Sniki Poo,2024-11-10,2,"isi udh bagus, dari sisi apps bnyk kurang nya. zoom gambar krg responsif, post AC research gaada history (kecuali emg mau bikin member fokus di research terbaru), modul nya gaada checkmark mana video yg udh diliat/blm, video modul yg di play ketika di maximize ga otomatis landscape dan gabisa floating sambil buka apps lain (design nya terlalu kaku mengikuti web pdhl harusnya ini native app), notifikasi gaada, UX nya kurang greget. push lagi developer nya ko, mereka bisa bikin lbh baik dri ini",,189
Rafa Aditiya Sanjaya,2024-11-10,5,"Goods, Semangat dalam mengedukasi rakyat Indonesia🇮🇩 👍",,5
Yosua Hariyanto,2024-11-10,5,Menurut saya apk nya sangat bagus tapi kenapa suka log out2 sendiri ya dan menutup saya coba ncek buat biar bisa bikin 2 atau berpaa device biar bisa masuk soalnya kadang mw pake laptop dll barengan,,11
Deden Saputra,2024-11-10,5,"Nice, AC terminal 🔥🔥🔥",,1
Kurniawan Risky,2024-11-09,5,Sangat edukatif,,1
Cak Adji,2024-11-09,5,"Duh ga bisa login, berarti masih miskin gua",,4
Nanda Bayu Setiawan,2024-11-09,5,Cara login apk nya gmn yaa ka tolong pencerahan nya,,2
Herik Jenedi,2024-11-09,5,Akademi crypto is the best,,1
Dimas Arya Pratama,2024-11-09,5,😋👍,,1
Che silaban,2024-11-09,5,Ayo mulai mengenal dunia crpto,,5
Khoiril Fuad,2024-11-09,5,Josssss pokok eeeeee I love you ac Terimakasih banyak buat semua tim ac dan tak terlupakan mentor kita bersamaaaaaa Cak timoty dan cak kalimasada Love you cakkkk,,2
Nasrul Harun,2024-11-09,5,Aplikasinya bagus selalu dapat info terupdate mengenai berita global dan sangat mudah untuk digunakan,,9
Alto Istyana,2024-11-09,5,"Mengubah dunia, mulai dari sini!",,2
Rui,2024-11-09,5,Rekomendasi aplikasi,,2
Lary Ni,2024-11-09,5,keren bgt bener bener harus di coba,,1
Hok Qhunn,2024-11-09,5,God bless AC,,1
Akun coc,2024-11-09,5,Trimakasih sangat membantu🙏🙏🙏🙏,,2
Sri Adinda Walmi,2024-11-08,1,"Akademi tipu2, kuliah seminggu sekian kali tp gk ada, bayar mahal2 gk bisa nanya apa2 dimana ada akademi belajar tapi gk bisa nanya, adain webinar bayar lagi!!!apaan 17jt 1 tahun gk guna mending di pakai buat modal,,,, udah bayar mahal2 call coin busuk semua dan mereka beli dluan member pada sangkut kan parah!!!!",,587
Agusjoni saputra,2024-11-08,5,Mantap,,1
Karsen Liem,2024-11-08,5,just can say good and very good 👍,,1
Drietama Bagus Narayana,2024-11-08,5,well played,,1
Sulaiman,2024-11-08,5,"Sangat berguna sekali untuk pemula seperti sy dan yg sudah senior, modul lengkap baik investasi maupun tentang Blokcain",,4
Zidane Alzaidane,2024-11-08,5,Nyalakan apinya sendiri abangkuhb,,2
yudha tri,2024-11-08,5,mantapp,,1
Martino Wahyu pratama,2024-11-08,5,Mantap ko,,1
O G,2024-11-08,1,Marketing doang isinya copas,,111
Ohmysonz,2024-11-08,5,Terbaik!!,,1
Agung Oktavianus Silalahi,2024-11-08,1,"Kasih tau juga kenyataan didalamnya seperti apa, jangan terlalu dibuat gimmicknya dan untuk ulasan yang buruk jangan dihapus",,178
Khotib Maulana,2024-11-08,5,Tolong pojok avs beserta signal tradingnya diadain di apknya,,2
Fadhiel “Fadhiel” F2K,2024-11-08,5,Good Prof Kalimasada,,1
Apnes Lente,2024-11-08,5,Lebih giat belajar klw lwat aplikasi begini pokonya keren👏❤️❤️,,5
Yohanes fernando,2024-11-08,4,"Gw rasa aplikasi ini udah bagus banget dan lengkap bagian berita maupun pembelajaran nya, tapi aplikasi ini kekurangan 1 fitur penting dan kunci untuk news begitu yaitu fitur notifikasi Real Time yang dimana penting banget dan sangat berguna jika ada. Tolong kalo bisa dijadikan sebagai masukan dan bisa ditambah fitur notifikasinya agar berita yang masuk bisa dapat diketahui saat itu juga. Overall udah bagus bangett",,12
Mahardian fajri,2024-11-08,5,Menyala 🔥,,1
Ardissa Puji Susanto,2024-11-08,5,"Informatif, fungsional. Daging semua.",,2
Endarto Endarto (Cah kene),2024-11-08,5,Good aplikasinya,,1
Andromeda Rokis,2024-11-08,5,It's a Good app!,,1
Liyans Alfian,2024-11-08,5,Best educational and information platform I ever had. More affordable than Bloomsberg.,,2
Farid Qolbi,2024-11-08,5,Terimakasih ncek and pak Kaka.,,4
Marendra Naufal,2024-11-08,5,Keren kali bah,,2
Misar Muardi,2024-11-08,5,"Informasi terupdate, dan beraneka ragam, modul tambah banyak, research nya mantab.. 👍👍👍",,3
Fadlan Irawan,2024-11-08,5,"Kerennnn, semoga ke depan nya ada analisa ttg trading coin",,2
Andry faisal,2024-11-08,5,Mantullll,,1
Robby Ramdhani,2024-11-08,5,🗿👍,,0
Falcora,2024-11-08,5,trust me this application top the best in Indonesia and coming soon for international let's see bro..,,1
Andi Persada,2024-11-08,5,Terus kembangkan crypto di indonesia ncek & prof🙌🏽✊🏽,,2
Junior Gaming,2024-11-08,5,Mantap,,1
Alvianus 94,2024-11-08,5,Good,,1
wahyu 3sa,2024-11-08,5,full INFORMASI A1🔥🔥,,1
Asad Malik,2024-11-08,3,"Hp padahal Samsung s24, udah ditengah kota. 4g full, tp buka berita baca berita kadang Loadingnya lama banget. Dan perlu ditambhakan Notifikasi, Bahkan Alrm Peringatan sebelum Market bereaksi. Semoga sukses",,11
film bajakan,2024-11-08,5,nice,,1
Rafly Ghibran Arham,2024-11-08,3,"Saya mau usul,,, klo aplikasi AC klo bisa dibikin segmentasi kayak discord, Seperti Act bitcoin Act altcoin Pojok avs Market update Agar research nya gk hilang²,,, saya lihat research yg 2 hari lalu di aplikasi udah gk ada kk... Jadinya gk ada history news nya... Sementara AC news malah ada history nya.... Sedikit masukan semoga bisa dipertimbangkan",,38
damar “Benjeng” nolastname,2024-11-08,5,Akhirnya yg ditunggu2.. Mudah - mudahan kedepan bsa update fitur seperti call dan notifikasi berita seperti yg ada di discord,,5
Andreana Erik,2024-11-08,5,Semoga margin call tetap ada terus love you bro,,1
muhajirin alfatih,2024-11-08,5,Aplikasi yg bikin cuan bagi yg tau mengolah informasi di dalamnya.,,2
Crazy Gaming,2024-11-08,5,Geloooo smooth parah gokil Blombreg lokal cuy🔥,,2
Konser Ptk,2024-11-08,5,Perfect,,1
some of love,2024-11-08,5,Mantap...,,1
Arya,2024-11-08,5,"very good, very well. $1090,69 for this kind of information is just too good. i really liked the research, its simplify everything and more understandable. Goodjob ncek, prof, AC team!",,1
Tiyo's Chanel,2024-11-08,5,Best information for cuan... 😁,,1
hasbi pratama,2024-11-08,5,Mantap,,1
ropik subadri,2024-11-08,5,"""The Best Crypto Academy App"" I want to thank this app for being a game-changer in the world of crypto. The way it combines education, research, and news in one place is truly unmatched. It’s helped me and so many others grow and make smarter decisions. This app isn’t just a tool—it’s a guide and a trusted companion. Thank you for making crypto learning easy and impactful. Keep inspiring us!",,1
Satrio Nurjaya kusuma,2024-11-08,5,"Ui/UXnya sangat bagus dan elegan sekali, full of alphas information about crypto juga sangat puas sejauh ini untuk penggunaan aplikasinya mantap ac",,4
M.A.N Agung,2024-11-08,5,Informasi yang diberikan lengkap untuk belajar Cryptocurrency.. bahkan analisis mendalam per coin ada lho.. meskipun belum semuanya. Tapi ya niat banget ini udah,,5
Rizki Amrizal,2024-11-08,5,Awal app yang sudah bagus.Kedepan bisa mantap lagi.,,6
Heru Cahyana,2024-11-08,5,Mantap. Info A1 dan selalu up to date,,2
Jordy Vincel,2024-11-08,5,Mantap apk nya. Saran upgrade next tambahin fitur search diatas kayak navigation bar. Selain itu overall udh world class quality👍👍👍👍👍,,6
Namthip Besar,2024-11-08,5,mantap bro timo dan bro kaka,,1
Jaya 7 A,2024-11-08,5,"Jarang apk beginian, sangat terbantu untuk saya terutamamasih sekolah. Thanks akademi crypto",,1
Fatoni Achmad,2024-11-08,5,"istimewa.. simpel, seamless, terupdate",,1
Wahid Nur rahmat,2024-11-08,5,mantap jiwa... jadi lebih enak belajarnya ncek dan prof.. ga sia2 bayar mahal.. sesuai dg ilmu yg didapat,,3
Irvansyahcahyaperwita,2024-11-08,5,wonderfull app,,1
Yegi Pratama,2024-11-08,5,Informasi yang di dapat sangat cepat dan akurat🫰,,3
Rainze,2024-11-08,5,"Sempurna, saran ncek tulisannya ubah putih aja kalau ungu susah dibaca ,",,3
Arifandi Hartono,2024-11-08,5,"tampilan bagus tapi lebih enak kalau ada pojok AVS seperti di DC yang terpisah yang bisa memberi informasi entry, SL , trade plan dan reason to trade",,5
makruf abdul,2024-11-08,5,"Akhir bs di install, tampilannnya bagus",,2
misbachul munir,2024-11-08,5,"Smooth, update news very fast, thanks AC and team",,2
andrianus laksono,2024-11-08,5,sangat sangat bermanfaat dan fiturnya lebih praktis 👍👍👍,,3
Muhammad Khairuzikri,2024-11-08,5,Ini aplikasi yang harusnya 100jt pertahun rek 🫣,,2
acep syahruroji,2024-11-08,5,mantap is the best,,1
Brandon Santoso,2024-11-08,5,Sangat membantu 🚀🚀🚀,,2
Edi Slamet,2024-11-08,5,aplikasinya sudah sangat informatif,,3
Fahrul Alf,2024-11-08,5,Best Information Ever,,1
Niko Farid Wamayudi,2024-11-08,5,Menyala AC 🔥🔥,,1
Ardian Syahputra,2024-11-08,5,"Pilihan terbaik untuk edukasi crypto,terima kasih atas segala usaha yang diberikan hingga saat ini,bro tim bro kaka",,1
chandra hartanto,2024-11-08,5,Tampilan mudah dipahami,,2
Irwan 7,2024-11-08,5,Aplikasi terbaik dan paling bermanfaat.,,5
Rian Bayu,2024-11-08,5,Keren sih jadi lebih gampang akses modul soalnya pas di web kadang susah login,,9
William Felix,2024-11-08,5,"Mantap develop terus ko Tim dan prof Kalimasada, jangan pernah berhenti membimbing kami ini",,6
Richard,2024-11-08,5,SARAN DI TAMBAHIN ALERT SEPERTI DISCORD BIAR MUNCUL NOTIF KALO ADA NEWS BARU ATAU CALL AVS,,2
muhammad Alfiandi,2024-11-08,5,Bagus sangat,,1
Marco Susanto,2024-11-08,5,"luar biasa broo, aplikasi dengan informasi terbaik👍👍👍",,6
Bagas Ulum,2024-11-08,5,Sangat suka dengan aplikasinya ncek 👍👍👍👍,,1
JisoraWz,2024-11-08,5,Big Apps,,1
Nabil Husni 027,2024-11-08,5,Mantap,,1
vian mahardhika,2024-11-08,5,Sehat dan sukses selalu orang orang baik,,3
Doni Afrindo,2024-11-08,5,edukasi terbaik,,0
Nico Ekko,2024-11-08,5,"Gua blom bs ikutan kl duit blom cukup, tp God bless the founders and team. Sebagai penyemangat dan target, ini apps gua download. One day AC...... see you oneday",,3
Muhammad Hasan,2024-11-08,5,Aplikasi bagus mudah dimengerti dengan informasi yang disediakan,,1
Dimas Prasetyo,2024-11-08,5,Aplikasi yang sangat bagus untuk seorang pemula yang ingin belajar crypto,,1
Madan Kun,2024-11-07,5,Yang Bilang AC mahal lu bukan target marketnya ngk usa maksa,,2
Mikazu San,2024-11-07,5,Mantap ncek keren,,2
Umar Wira Adi Kusuma,2024-11-07,5,Gas,,1
Gamaliel,2024-11-07,5,Tolong tingkatin lagi sperti suara notif. Dan juga untuk nonton vids layarnya auto on bukaan sperti reel ig yg hitungan detik layar auto saving. Thk u,,18
2ia16_ ZAIDABDURRAHMAN.A,2024-11-07,5,Berasa bloomberg,,1
Shofwatun Nida,2024-11-07,5,"Adain fitur download video di aplikasi min kaya youtube, biar pas nonton modul gak kepotong karena tiba-tiba internet jelek.",,6
Neo. NE,2024-11-07,5,"Bang, tolong tambahin, kaya Kaito.ai bng",,1
JANES SETIAWAN,2024-11-07,5,Mantab,,1
hizami elhuraini,2024-11-07,4,Gambar gk bisa di geser saat di zoom... Sayang bngt. Padahal perlu liat gambar grafik datanya.... Plessee update kakak,,13
M Pri Fauji,2024-11-06,5,Tempat terbaik untuk belajar tentang Crypto & realita kehidupan menurut gw,,7
Muhammad Iqbal,2024-11-06,5,Sangat membantu tapi,,2
Kevin Yang,2024-11-06,5,Best product ever,,6
Hasun_21,2024-11-06,5,Good sangat membantu buat riset Ncek,,2
Muhammad Nur Farras Setiawan,2024-11-06,5,Mantappp terbaik 🙌🔥📈🚀,,2
Muhammad Lucky,2024-11-06,5,Cukup baik buat awal launching,,5
prabu sanjaya,2024-11-06,5,Mode landscape belum bisa Notifikasi jika ada berita baru belum ada Request,,17
ARYA MAHARDIKA,2024-11-06,5,Mantap,,1
Danis 8737,2024-11-06,5,Mantap,,1
Muhammad Rokhib Mustofa,2024-11-06,5,first rate,,1
Brilian Prima Persada,2024-11-06,5,Mantapz,,1
gilang_afrisda official,2024-11-06,5,Kelazzz,,1
Andro Boy ariadi,2024-11-06,5,"mantaplah ac,, lebih lengkap dan enak baca beritanya",,6
Dewi Nur,2024-11-06,5,Suka banget sama tampilannya.... 😭😭,,2
Kriznata Panggalih,2024-11-06,5,Akhirnya yg ditunggu2 App Akademi Crypto Super Mantap Berkelas App nya,,7
galyarder,2024-11-06,5,best,,1
Moh Rizki,2024-11-06,5,Akhirnya Keluar juga,,2
Adrian Kaspari,2024-11-06,5,🔥🔥🔥🔥,,1
Xz•ID,2024-11-06,5,Sangat bagus sekali,,2
Gear 7,2024-11-06,5,Pertamax semoga bagus,,2
Carlos Daniel,2024-11-06,5,"Pertamax, bismillah 1solana",,1
ZAck Pur,2024-11-06,5,SIIPPPP....,,1
Freddy Chang,2024-11-06,5,Absen,,1
Aldis Pitra Sundawa,2024-11-06,5,NAMA: ALDIS MY FIRST COMMENT,,1
08. I Made Darma Setiawan,2024-11-06,5,"Good, tolong terus ditingkatkan di bagian kecepatan informasi dan aplikasinya",,2
